,turn,author civ,subject civ,cable
23293,422,Morocco,Kathmandu,Your loyal servant abroad
23294,422,Morocco,Mombasa,Your Honor
23295,422,Morocco,Mombasa,Your humble representatives wish you well
23296,422,Morocco,Mombasa,Recent incidents have led us to regard Mombasa as a pathetic military performer
23297,422,Morocco,Mombasa,At your service
23298,422,Morocco,Mombasa,Foreign correspondent in Mombasa
23299,422,Germany,Budapest,To Foreign Secretarys Office
23300,422,Germany,Budapest,Your humble representatives wish you well
23301,422,Germany,Budapest,Reliable news of ours esteems Budapests military potency as powerful
23302,422,Germany,Budapest,We report Budapest to be a bad target for attack
23303,422,Germany,Budapest,Yours
23304,422,Germany,Budapest,Your loyal servant abroad
23305,423,Songhai,Morocco,Greetings Foreign Correspondents Office
23306,423,Songhai,Morocco,It is a great honor to work with loyal public servants such as you and yours
23307,423,Songhai,Morocco,The hazard that the Moroccans constitute is labeled as severe by our agents
23308,423,Songhai,Morocco,Please expand on the Moroccans economic strategies as the foreign office is acutely disquieted about the Moroccans ambition
23309,423,Songhai,Morocco,Whatever the Moroccans announced manner may be we see the Moroccans as a favorable civilization
23310,423,Songhai,Morocco,Creditable forecasting from the Koreans rates the Germans military capability as strong
23311,423,Songhai,Morocco,We are showing a friendly posture toward the Moroccans
23312,423,Songhai,Morocco,Best regards
23313,423,Songhai,Morocco,The Foreign Office
23314,423,The Incas,Germany,Dearest colleague
23315,423,The Incas,Germany,Those of us at home send kind regards to you and yours
23316,423,The Incas,Germany,The Moroccans estimate that the Koreans constitute a severe hazard to the Moroccans ambitions
23317,423,The Incas,Germany,We regard the Germans to be a soft target for attack
23318,423,The Incas,Germany,Our relations with the Germans these days are deceptive
23319,423,The Incas,Germany,The hazard that the Germans embody is defined as major by our intelligence officers
23320,423,The Incas,Germany,We are continually reminded by the Germans behavior why we call the Germans an archnemesis
23321,423,The Incas,Germany,Please expand on the Germans economic strategies as the foreign office is most worried about the Germans activity
23322,423,The Incas,Germany,Respectfully
23323,423,The Incas,Germany,The Foreign Office
23324,423,Songhai,Mombasa,Dearest Your Honor
23325,423,Songhai,Mombasa,We trust that things are going well at home
23326,423,Songhai,Mombasa,Mombasas economic capability has attained a weak standing according to our sources
23327,423,Songhai,Mombasa,All the best
23328,423,Songhai,Mombasa,The Foreign Service
23329,423,Songhai,Kyzyl,Foreign correspondent
23330,423,Songhai,Kyzyl,I hope this letter finds you well
23331,423,Songhai,Kyzyl,Trustworthy material of ours reports Kyzyls military potency as powerful
23332,423,Songhai,Kyzyl,Respectfully
23333,423,Songhai,Kyzyl,The Foreign Secretarys Office
23334,423,Songhai,Budapest,Budapest Desk
23335,423,Songhai,Budapest,Greetings from post We consider Budapests military to be immense
23336,423,Songhai,Budapest,We look at the hope of conquering Budapest to be impossible
23337,423,Songhai,Budapest,Your humble servant
23338,423,Songhai,Budapest,The Diplomatic Corps
23339,423,Korea,Singapore,Singapore Desk
23340,423,Korea,Singapore,Hopefully this finds all in order at the home office
23341,423,Korea,Singapore,We regard Singapores military to be weak
23342,423,Korea,Singapore,All the best
23343,423,Korea,Singapore,The Foreign Service
23344,423,Korea,Panama City,Dear Your Honor
23345,423,Korea,Panama City,We trust that things are going well at home
23346,423,Korea,Panama City,We esteem the feasibility of taking over Panama City to be favorable
23347,423,Korea,Panama City,Our relations with Panama City now are protective
23348,423,Korea,Panama City,Your humble servant
23349,423,Korea,Panama City,Your trusted friend
23350,423,Korea,Kyzyl,To faithful foreign correspondent
23351,423,Korea,Kyzyl,I hope all is going well
23352,423,Korea,Kyzyl,There is no news today
23353,423,Korea,Kyzyl,Best regards
23354,423,Korea,Kyzyl,The Office of the Foreign Secretary
23355,423,Korea,Yerevan,Greetings charge daffaires in Yerevan
23356,423,Korea,Yerevan,I hope all is going well
23357,423,Korea,Yerevan,A protective attitude with Yerevan is what we maintain
23358,423,Korea,Yerevan,Very truly yours
23359,423,Korea,Yerevan,The Honorable Foreign Secretary
23360,424,The Incas,Songhai,Charge daffaires in Songhai
23361,424,The Incas,Songhai,It is a great honor to work with loyal public servants such as you and yours
23362,424,The Incas,Songhai,We consider the Songhai to be an average target for attack
23363,424,The Incas,Songhai,The foreign office asks for any material you have pertaining to the Songhais economic capability
23364,424,The Incas,Songhai,We believe that the Songhai represent a severe risk to our strategies
23365,424,The Incas,Songhai,Our relations with the Songhai currently are friendly
23366,424,The Incas,Songhai,The Koreans figure the Germans economy to be poor
23367,424,The Incas,Songhai,Our representatives now regard the Songhai as a favorable party
23368,424,The Incas,Songhai,Yours
23369,424,The Incas,Songhai,Your trusted friend
23370,424,Morocco,The Incas,Colleague
23371,424,Morocco,The Incas,All of us send our best wishes to those abroad in our service
23372,424,Morocco,The Incas,The Songhai acknowledge the hope of taking over the Incas to be impossible
23373,424,Morocco,The Incas,Our public feeling as regards the Incas appears friendly
23374,424,Morocco,The Incas,A friend is how our sources described their relations with the Incas
23375,424,Morocco,The Incas,The Incas military potential has arrived at an immense level according to our sources
23376,424,Morocco,The Incas,Warm regards
23377,424,Morocco,The Incas,Chief of the Foreign Service
23378,424,Germany,The Incas,Dearest faithful foreign correspondent
23379,424,Germany,The Incas,We hope this finds you enjoying your posting
23380,424,Germany,The Incas,Insofar as we can discern the Incas feels we are an archnemesis
23381,424,Germany,The Incas,A friendly attitude with the Incas is what the Koreans maintain
23382,424,Germany,The Incas,Please send word on the Incas military interests as the foreign office is much alarmed about the Incas behavior
23383,424,Germany,The Incas,Sincerely
23384,424,Germany,The Incas,The Foreign Secretary
23385,424,Songhai,Singapore,Dearest charge daffaires in Singapore
23386,424,Songhai,Singapore,Those of us at home send kind regards to you and yours
23387,424,Songhai,Singapore,We consider Singapore to be a favorable target for attack
23388,424,Songhai,Singapore,All the best
23389,424,Songhai,Singapore,The Honorable Foreign Secretary
23390,424,The Incas,Panama City,To Your Honor the Foreign Secretary
23391,424,The Incas,Panama City,I am pleased to offer you the following updates from station
23392,424,The Incas,Panama City,Recent actions have led us to esteem Panama City as a pathetic military agent
23393,424,The Incas,Panama City,Our relations with Panama City presently are neutral
23394,424,The Incas,Panama City,We believe Panama City to be a favorable target for attack
23395,424,The Incas,Panama City,At your service
23396,424,The Incas,Panama City,Your faithful foreign correspondent
23397,424,Morocco,Ife,Dearest Foreign Office
23398,424,Morocco,Ife,I hope all is going well
23399,424,Morocco,Ife,We estimate Ifes economy to be weak
23400,424,Morocco,Ife,Our relations with Ife currently are neutral
23401,424,Morocco,Ife,Yours in service
23402,424,Morocco,Ife,Correspondent in Ife
23403,424,Morocco,Bogota,To Moroccan embassy in Bogota
23404,424,Morocco,Bogota,I hope this letter finds you well
23405,424,Morocco,Bogota,We report Bogota to be a soft target for attack
23406,424,Morocco,Bogota,Our reputed feeling with regard to Bogota is likely neutral
23407,424,Morocco,Bogota,Bogotas military potential has come to a pathetic level according to our spies
23408,424,Morocco,Bogota,With gratitude
23409,424,Morocco,Bogota,Bogota desk
23410,425,Morocco,Yerevan,Greetings Foreign Secretarys Office
23411,425,Morocco,Yerevan,Greetings from post We estimate Yerevans economy to be weak
23412,425,Morocco,Yerevan,We professed that proceedings between us and Yerevan are currently neutral
23413,425,Morocco,Yerevan,We believe Yerevan to be a soft target for attack
23414,425,Morocco,Yerevan,Your humble servant
23415,425,Morocco,Yerevan,Foreign correspondent in Yerevan
23416,425,Germany,Yerevan,Ambassador to Yerevan
23417,425,Germany,Yerevan,It is a great honor to work with loyal public servants such as you and yours
23418,425,Germany,Yerevan,A neutral posture with Yerevan is what we state
23419,425,Germany,Yerevan,Yerevans military force has attained a pathetic position according to our intelligence officers
23420,425,Germany,Yerevan,Kind regards
23421,425,Germany,Yerevan,The Office of the Foreign Secretary
23422,425,Korea,Kathmandu,Diplomatic Corps
23423,425,Korea,Kathmandu,We here at home wish to express our gratitude for your efforts in-country
23424,425,Korea,Kathmandu,Recent episodes have led us to consider Kathmandu as a strong military force
23425,425,Korea,Kathmandu,Very respectfully yours
23426,425,Korea,Kathmandu,Chief of the Foreign Service
23427,425,Korea,Florence,Greetings Your Honor
23428,425,Korea,Florence,No effort has been spared to collect the information you requested
23429,425,Korea,Florence,We imagine the possibility of taking over Florence to be soft
23430,425,Korea,Florence,Our outward policy as regards Florence seems protective
23431,425,Korea,Florence,Recent happenings have led us to perceive Florence as a weak military force
23432,425,Korea,Florence,Faithfully yours
23433,425,Korea,Florence,The Diplomatic Corps
23434,425,Korea,Budapest,Dearest Your Honor the Foreign Secretary
23435,425,Korea,Budapest,I am pleased to offer you the following updates from station
23436,425,Korea,Budapest,There is no news today
23437,425,Korea,Budapest,Faithfully yours
23438,425,Korea,Budapest,His Excellency the Ambassador
23439,426,The Incas,Morocco,Dear Diplomatic Corps
23440,426,The Incas,Morocco,We hope this finds you enjoying your posting
23441,426,The Incas,Morocco,According to our intelligence officers the Moroccans are centered around military preeminence
23442,426,The Incas,Morocco,This report comes from a not very convinced source
23443,426,The Incas,Morocco,We report the Moroccans to be a bad target for attack
23444,426,The Incas,Morocco,The Germans published that affairs between the Germans and the Moroccans are these days friendly
23445,426,The Incas,Morocco,The danger that the Moroccans represent is defined as critical by our agents
23446,426,The Incas,Morocco,Seeing as we can infer the Moroccans believes we are a friend
23447,426,The Incas,Morocco,Trusted intelligence of ours rates the Moroccans military potency as immense
23448,426,The Incas,Morocco,All the best
23449,426,The Incas,Morocco,The Foreign Secretarys Office
23450,426,Morocco,Korea,Dear ambassador to Korea
23451,426,Morocco,Korea,We here at home wish to express our gratitude for your efforts in-country
23452,426,Morocco,Korea,The danger that the Koreans constitute is labeled as severe by our sources
23453,426,Morocco,Korea,We acknowledge the Koreans to be an archnemesis
23454,426,Morocco,Korea,The Incas believe the Koreans economy to be strong
23455,426,Morocco,Korea,Best wishes
23456,426,Morocco,Korea,Your trusted friend
23457,426,Korea,Morocco,Dear Ambassador
23458,426,Korea,Morocco,I hope this information finds you well
23459,426,Korea,Morocco,We are regularly reminded by the Moroccans behavior why we call the Moroccans an archnemesis
23460,426,Korea,Morocco,We think that the Moroccans represent a severe obstacle to our interests
23461,426,Korea,Morocco,An archnemesis is how the Germans spies labeled their rapport with the Incas
23462,426,Korea,Morocco,The foreign office wants any news you have detailing the Moroccans economic power
23463,426,Korea,Morocco,A neutral attitude with the Moroccans is what we assert
23464,426,Korea,Morocco,Sincerely
23465,426,Korea,Morocco,Your trusted friend
23466,426,Korea,Germany,To Honorable Foreign Secretary
23467,426,Korea,Germany,Your humble representatives wish you well
23468,426,Korea,Germany,The obstacle that the Germans embody is labeled as minor by our spies
23469,426,Korea,Germany,The Incas acknowledge the Moroccans to be a friend
23470,426,Korea,Germany,We report the Germans to be an average target for attack
23471,426,Korea,Germany,Our relations with the Germans currently are hostile
23472,426,Korea,Germany,Respectfully yours
23473,426,Korea,Germany,Ambassador to Germany
23474,426,The Incas,Mombasa,Honorable Foreign Secretary
23475,426,The Incas,Mombasa,I write with updates that hopefully prove useful
23476,426,The Incas,Mombasa,A neutral position with Mombasa is what we state
23477,426,The Incas,Mombasa,Recent happenings have led us to acknowledge Mombasa as a pathetic military player
23478,426,The Incas,Mombasa,All the best
23479,426,The Incas,Mombasa,Your trusted friend
23480,426,Germany,Kyzyl,To charge daffaires in Kyzyl
23481,426,Germany,Kyzyl,The Foreign Secretarys Office appreciates your service
23482,426,Germany,Kyzyl,We acknowledge the feasibility of forcefully dominating Kyzyl to be favorable
23483,426,Germany,Kyzyl,Very truly yours
23484,426,Germany,Kyzyl,Your trusted friend
23485,427,The Incas,Korea,Dearest charge daffaires in Korea
23486,427,The Incas,Korea,Those of us at home send kind regards to you and yours
23487,427,The Incas,Korea,We estimate the Koreans to be a soft target for attack
23488,427,The Incas,Korea,We proclaimed that dealings between us and the Koreans are at present neutral
23489,427,The Incas,Korea,Please inform on the Koreans military plans as the foreign office is quite distressed about the Koreans conduct
23490,427,The Incas,Korea,The Songhai consider the Koreans to be pursuing diplomatic dominance these days
23491,427,The Incas,Korea,The Songhais sources are thoroughly certain in this assessment
23492,427,The Incas,Korea,All the best
23493,427,The Incas,Korea,The Foreign Secretary
23494,427,Morocco,Songhai,Dearest Chief of Mission
23495,427,Morocco,Songhai,We are always happy to hear from you and write with what we hope is helpful news
23496,427,Morocco,Songhai,The problem that the Songhai show is portrayed as major by our intelligence officers
23497,427,Morocco,Songhai,The Koreans report the Germans to be pursuing diplomatic dominance presently
23498,427,Morocco,Songhai,The Koreans intelligence officers are not very sure in this hypothesis
23499,427,Morocco,Songhai,Our open policy with respect to the Songhai appears friendly
23500,427,Morocco,Songhai,Recent news have led us to look at the Songhai as a pathetic military contender
23501,427,Morocco,Songhai,Whatever the Songhais open position may be we perceive the Songhai as a friend
23502,427,Morocco,Songhai,Respectfully
23503,427,Morocco,Songhai,The Foreign Service Office
23504,427,Germany,Morocco,Dear charge daffaires in Morocco
23505,427,Germany,Morocco,We here at home wish to express our gratitude for your efforts in-country
23506,427,Germany,Morocco,We report the Moroccans economy to be weak
23507,427,Germany,Morocco,We announced that relations between us and the Moroccans are presently friendly
23508,427,Germany,Morocco,The Incas believe the Koreans to be pursuing diplomatic dominance these days
23509,427,Germany,Morocco,The Incas intelligence officers are quite sure in this report
23510,427,Germany,Morocco,Please inform on the Moroccans economic strategies as the foreign office is thoroughly distressed about the Moroccans ambition
23511,427,Germany,Morocco,We are continually reminded by the Moroccans behavior why we call the Moroccans an archnemesis
23512,427,Germany,Morocco,We regard the Moroccans to be pursuing military dominance these days
23513,427,Germany,Morocco,Our agents are not very confident in this estimate
23514,427,Germany,Morocco,Very truly yours
23515,427,Germany,Morocco,Chief of the Foreign Service
23516,427,Korea,The Incas,Greetings Foreign Office
23517,427,Korea,The Incas,Hopefully this finds all in order at the home office
23518,427,Korea,The Incas,The Incas military might has attained a strong threshold according to our intelligence officers
23519,427,Korea,The Incas,Whatever the Incas advertised position may be the Songhai consider the Incas as a neutral civilization
23520,427,Korea,The Incas,According to our spies the Incas are mainly concerned with military preeminence
23521,427,Korea,The Incas,This hypothesis comes from a not very sure source
23522,427,Korea,The Incas,Our popular diplomacy concerning the Incas seems friendly
23523,427,Korea,The Incas,Whatever the Incas popular disposition may be we see the Incas as an archnemesis
23524,427,Korea,The Incas,We suspect that the Incas present a severe problem to our strategies
23525,427,Korea,The Incas,Respectfully
23526,427,Korea,The Incas,Ambassador to The Incan Nation
23527,427,Songhai,Kathmandu,Dear colleague
23528,427,Songhai,Kathmandu,We are always happy to hear from you and write with what we hope is helpful news
23529,427,Songhai,Kathmandu,We believe Kathmandus economy to be weak
23530,427,Songhai,Kathmandu,Our public position regarding Kathmandu seems protective
23531,427,Songhai,Kathmandu,We regard Kathmandu to be a bad target for attack
23532,427,Songhai,Kathmandu,Sincerely
23533,427,Songhai,Kathmandu,The Foreign Service Office
23534,427,Songhai,Florence,Dearest charge daffaires in Florence
23535,427,Songhai,Florence,I hope everything is going well in Florence
23536,427,Songhai,Florence, Recent news have led us to acknowledge Florence as a poor military contender
23537,427,Songhai,Florence,Very respectfully yours
23538,427,Songhai,Florence,The Foreign Secretarys Office
23539,427,The Incas,Bogota,Greetings Honorable Foreign Secretary
23540,427,The Incas,Bogota,I hope all is going well at home
23541,427,The Incas,Bogota,We consider Bogotas economy to be weak
23542,427,The Incas,Bogota,Our relations with Bogota at present are neutral
23543,427,The Incas,Bogota,Very truly yours
23544,427,The Incas,Bogota,The Diplomatic Corps
23545,427,Morocco,Panama City,To ambassador to Panama City
23546,427,Morocco,Panama City,All of us send our best wishes to those abroad in our service
23547,427,Morocco,Panama City,We esteem the prospect of taking over Panama City to be favorable
23548,427,Morocco,Panama City,Our relations with Panama City now are neutral
23549,427,Morocco,Panama City,Panama Citys military potency has attained a weak level according to our sources
23550,427,Morocco,Panama City,Yours
23551,427,Morocco,Panama City,The Foreign Office
23552,428,Songhai,The Incas,Greetings loyal agents abroad
23553,428,Songhai,The Incas,The Foreign Secretarys Office appreciates your service
23554,428,Songhai,The Incas,The Incas economic might has hit a strong position according to the Germans sources
23555,428,Songhai,The Incas,Please inform on the Incas economic pursuits as the foreign office is very worried about the Incas conduct
23556,428,Songhai,The Incas,The Incas military might has arrived at a powerful position according to our diplomatic cables
23557,428,Songhai,The Incas,According to our intelligence officers the Incas are centered around military preeminence
23558,428,Songhai,The Incas,This hypothesis comes from a not very sure source
23559,428,Songhai,The Incas,We believe that the Incas compose a severe obstacle to our ambitions
23560,428,Songhai,The Incas,We are continually reminded by the Incas behavior why we call the Incas a neutral country
23561,428,Songhai,The Incas,We proclaimed that matters between us and the Incas are at present friendly
23562,428,Songhai,The Incas,Yours truly
23563,428,Songhai,The Incas,The Foreign Service Office
23564,428,Songhai,Germany,Dearest Your Honor the Foreign Secretary
23565,428,Songhai,Germany,I hope all is going well at home
23566,428,Songhai,Germany,The risk that the Germans present is represented as major by our agents
23567,428,Songhai,Germany,We are often reminded by the Germans behavior why we call the Germans an archnemesis
23568,428,Songhai,Germany,The Incas open feeling in regard to the Koreans feels neutral
23569,428,Songhai,Germany,We figure the Germans to be pursuing diplomatic dominance now
23570,428,Songhai,Germany,Our diplomatic cables are not very certain in this estimate
23571,428,Songhai,Germany,Cordially
23572,428,Songhai,Germany,Chief of Mission
23573,428,Songhai,Korea,Greetings Your Excellency the Ambassador
23574,428,Songhai,Korea,Best wishes from His Honor the Foreign Secretary
23575,428,Songhai,Korea,A hostile stance with the Koreans is what we declare
23576,428,Songhai,Korea,The Incas relations with the Germans now are deceptive
23577,428,Songhai,Korea,We are often reminded by the Koreans behavior why we call the Koreans an archnemesis
23578,428,Songhai,Korea,Very respectfully yours
23579,428,Songhai,Korea,Chief of the Foreign Service
23580,428,Morocco,Germany,Dearest Foreign Correspondents Office
23581,428,Morocco,Germany,The Foreign Secretarys Office appreciates your service
23582,428,Morocco,Germany,We regard the possibility of taking over the Germans to be average
23583,428,Morocco,Germany,Our advertised diplomacy on the subject of the Germans seems deceptive
23584,428,Morocco,Germany,The Koreans are exhibiting a hostile manner toward the Germans
23585,428,Morocco,Germany,The danger that the Germans constitute is represented as major by our sources
23586,428,Morocco,Germany,We perceive the Germans military to be pathetic
23587,428,Morocco,Germany,An archnemesis is how our intelligence officers characterized their rapport with the Germans
23588,428,Morocco,Germany,Respectfully
23589,428,Morocco,Germany,The Office of the Foreign Secretary
23590,428,Korea,Songhai,Greetings loyal agents abroad
23591,428,Korea,Songhai,It is a great honor to work with loyal public servants such as you and yours
23592,428,Korea,Songhai,The Moroccans are displaying a friendly manner toward the Incas
23593,428,Korea,Songhai,A neutral attitude with the Songhai is what we avow
23594,428,Korea,Songhai,An archnemesis is how our agents described their association with the Songhai
23595,428,Korea,Songhai,We perceive the possibility of conquering the Songhai to be favorable
23596,428,Korea,Songhai,Warm regards
23597,428,Korea,Songhai,Songhai desk
23598,428,Songhai,Bogota,Greetings Your Honor the Foreign Secretary
23599,428,Songhai,Bogota,We have been diligent in your service and have the following to report
23600,428,Songhai,Bogota,We perceive Bogota to be a favorable target for attack
23601,428,Songhai,Bogota,We announced that relations between us and Bogota are now neutral
23602,428,Songhai,Bogota,We report Bogotas economy to be weak
23603,428,Songhai,Bogota,Yours in service
23604,428,Songhai,Bogota,Chief of Mission
23605,428,The Incas,Kathmandu,Incan embassy in Kathmandu
23606,428,The Incas,Kathmandu,I hope this information finds you well
23607,428,The Incas,Kathmandu,We regard Kathmandus military to be pathetic
23608,428,The Incas,Kathmandu,With appreciation
23609,428,The Incas,Kathmandu,The Foreign Office
23610,429,Morocco,The Incas,Dear Foreign Correspondents Office
23611,429,Morocco,The Incas,Greetings from back home
23612,429,Morocco,The Incas,We were grateful to deal with The Incas specifically for 1 unit of silver for the coming 30 turns
23613,429,Morocco,The Incas,This deal begins today
23614,429,Morocco,The Incas,Respectfully
23615,429,Morocco,The Incas,The Foreign Secretary
23616,429,Germany,Panama City,Dearest Panama City Desk
23617,429,Germany,Panama City,I hope this finds you in high spirits and good health
23618,429,Germany,Panama City,There is no news today
23619,429,Germany,Panama City,Regards
23620,429,Germany,Panama City,Your loyal servant abroad
23621,430,Germany,Songhai,Greetings colleague
23622,430,Germany,Songhai,We are always happy to hear from you and write with what we hope is helpful news
23623,430,Germany,Songhai,Please send word on the Songhais military pursuits as the foreign office is much concerned about the Songhais actions
23624,430,Germany,Songhai,Our envoys now see the Songhai as an archnemesis
23625,430,Germany,Songhai,We esteem the chance of taking over the Songhai to be favorable
23626,430,Germany,Songhai,The Koreans perceive the Songhai to be an archnemesis
23627,430,Germany,Songhai,Very truly yours
23628,430,Germany,Songhai,The Foreign Service Office
23629,430,Morocco,Germany,Greetings Your Honor
23630,430,Morocco,Germany,We have been diligent in your service and have the following to report
23631,430,Morocco,Germany,We regard the Germans to be an average target for attack
23632,430,Morocco,Germany,An archnemesis is how our intelligence officers defined their relationship with the Germans
23633,430,Morocco,Germany,We consider the Germans to be pursuing diplomatic dominance presently
23634,430,Morocco,Germany,Our agents are not very sure in this report
23635,430,Morocco,Germany,Insofar as the Incas can discern the Koreans feels the Incas are an archnemesis
23636,430,Morocco,Germany,Happy news: we have ended conflict with the Germans for now
23637,430,Morocco,Germany,We believe that the Germans have become a major hazard to our ambitions
23638,430,Morocco,Germany,Respectfully yours
23639,430,Morocco,Germany,The Diplomatic Corps
23640,430,Germany,Morocco,Dear charge daffaires in Morocco
23641,430,Germany,Morocco,I hope this information finds you well
23642,430,Germany,Morocco,Our representatives currently perceive the Moroccans as an archnemesis
23643,430,Germany,Morocco,The risk that the Moroccans show is represented as critical by our spies
23644,430,Germany,Morocco,A favorable civilization is how the Incas agents described their relationship with the Songhai
23645,430,Germany,Morocco,Recent occurrences have led us to look at the Moroccans as a strong military performer
23646,430,Germany,Morocco,We disclosed that proceedings between us and the Moroccans are of late friendly
23647,430,Germany,Morocco,Please report on the Moroccans economic ambitions as the foreign office is most distressed about the Moroccans conduct
23648,430,Germany,Morocco,According to our diplomatic cables the Moroccans are centered around military preeminence
23649,430,Germany,Morocco,This assessment comes from a not very convinced source
23650,430,Germany,Morocco,Cheerful news: we have terminated violence with the Moroccans for now
23651,430,Germany,Morocco,With gratitude
23652,430,Germany,Morocco,The Foreign Secretarys Office
23653,430,Germany,Morocco,Chief of Mission
23654,430,Germany,Morocco,I hope this letter finds you well
23655,430,Germany,Morocco,An accord was hammered out: we shall offer Morocco an accord to halt the conflict for the coming 10 turns for a deal to end the fighting for the coming 10 turns a deal to negotiate peace with Ife for the coming 10 turns and a deal to negotiate peace with Budapest for the coming 10 turns
23656,430,Germany,Morocco,Very respectfully yours
23657,430,Germany,Morocco,The Foreign Secretary
23658,430,The Incas,Budapest,Dearest Foreign Office
23659,430,The Incas,Budapest,No effort has been spared to collect the information you requested
23660,430,The Incas,Budapest,A neutral attitude with Budapest is what we assert
23661,430,The Incas,Budapest,Respectfully
23662,430,The Incas,Budapest,Ambassador to Budapest
23663,430,Morocco,Florence,Dearest Foreign Secretarys Office
23664,430,Morocco,Florence,I hope this letter finds you well
23665,430,Morocco,Florence,A neutral manner with Florence is what we avow
23666,430,Morocco,Florence,Most sincerely
23667,430,Morocco,Florence,Chief of Mission
23668,430,Morocco,Budapest,To foreign correspondent
23669,430,Morocco,Budapest,The Foreign Secretary sends his regards and hopes the following proves useful
23670,430,Morocco,Budapest,We perceive the chance of forcefully dominating Budapest to be bad
23671,430,Morocco,Budapest,Best regards
23672,430,Morocco,Budapest,The Foreign Secretarys Office
23673,431,Songhai,Morocco,Dearest Ambassador
23674,431,Songhai,Morocco,The Foreign Secretarys Office appreciates your service
23675,431,Songhai,Morocco,According to our intelligence officers the Moroccans are largely about military preeminence
23676,431,Songhai,Morocco,This hypothesis comes from a not very sure source
23677,431,Songhai,Morocco,Whatever the Moroccans reputed stance may be the Germans look at the Moroccans as an archnemesis
23678,431,Songhai,Morocco,The foreign office asks for any knowledge available concerning the Moroccans military force
23679,431,Songhai,Morocco,Our relations with the Moroccans of late are friendly
23680,431,Songhai,Morocco,Respectfully
23681,431,Songhai,Morocco,Chief of the Foreign Service
23682,431,The Incas,Ife,Ambassador
23683,431,The Incas,Ife,We hope this finds you enjoying your posting
23684,431,The Incas,Ife,We see the probability of taking over Ife to be average
23685,431,The Incas,Ife,We are taking a neutral stance toward Ife
23686,431,The Incas,Ife,Warm regards
23687,431,The Incas,Ife,Your trusted friend
23688,431,The Incas,Kyzyl,Dear Your Honor the Foreign Secretary
23689,431,The Incas,Kyzyl,Greetings from post We are showing a protective stance toward Kyzyl
23690,431,The Incas,Kyzyl,We consider the feasibility of conquering Kyzyl to be average
23691,431,The Incas,Kyzyl,Respectfully yours
23692,431,The Incas,Kyzyl,The Ambassador
23693,431,Morocco,Singapore,Colleague
23694,431,Morocco,Singapore,We are always happy to hear from you and write with what we hope is helpful news
23695,431,Morocco,Singapore,We believe Singapores economy to be pathetic
23696,431,Morocco,Singapore,A protective posture with Singapore is what we maintain
23697,431,Morocco,Singapore,Yours truly
23698,431,Morocco,Singapore,The Honorable Foreign Secretary
23699,431,Germany,Singapore,Dearest colleague
23700,431,Germany,Singapore,I hope all is going well
23701,431,Germany,Singapore,Our relations with Singapore at present are neutral
23702,431,Germany,Singapore,Singapores military potency has attained a pathetic level according to our intelligence officers
23703,431,Germany,Singapore,All the best
23704,431,Germany,Singapore,Your trusted friend
23705,431,Germany,Ife,To Your Honor
23706,431,Germany,Ife,I hope this information finds you well
23707,431,Germany,Ife,We figure Ifes economy to be weak
23708,431,Germany,Ife,We professed that dealings between us and Ife are at present protective
23709,431,Germany,Ife,Yours
23710,431,Germany,Ife,Ambassador to Ife
23711,432,The Incas,Songhai,Correspondent
23712,432,The Incas,Songhai,I hope everything is going well in Songhai
23713,432,The Incas,Songhai, Trusted forecasting of ours regards the Songhais military potency as pathetic
23714,432,The Incas,Songhai,We see the Songhai to be a favorable country
23715,432,The Incas,Songhai,The Germans popular policy regarding the Moroccans seems friendly
23716,432,The Incas,Songhai,We figure the Songhai to be pursuing diplomatic dominance now
23717,432,The Incas,Songhai,Our spies are very confident in this report
23718,432,The Incas,Songhai,Sincerely
23719,432,The Incas,Songhai,Chief of the Foreign Service
23720,432,Germany,The Incas,Dearest Your Honor the Foreign Secretary
23721,432,Germany,The Incas,We have been diligent in your service and have the following to report
23722,432,Germany,The Incas,We think that the Incas constitute a major threat to our activities
23723,432,Germany,The Incas,We are showing a neutral posture toward the Incas
23724,432,Germany,The Incas,We report the Incas to be an average target for attack
23725,432,Germany,The Incas,The Moroccans professed policy as regards the Songhai is likely friendly
23726,432,Germany,The Incas,Most sincerely
23727,432,Germany,The Incas,Your faithful foreign correspondent
23728,432,Germany,Korea,Dear loyal agents abroad
23729,432,Germany,Korea,The Foreign Secretary sends his regards and hopes the following proves useful
23730,432,Germany,Korea,Please report on the Koreans economic pursuits as the foreign office is very worried about the Koreans ambition
23731,432,Germany,Korea,We are exhibiting a neutral stance toward the Koreans
23732,432,Germany,Korea,The Songhai regard the Moroccans to be pursuing military dominance these days
23733,432,Germany,Korea,The Songhais spies are very convinced in this report
23734,432,Germany,Korea,Our agents reveal that the Koreans military interests are weak
23735,432,Germany,Korea,Regards
23736,432,Germany,Korea,The Foreign Office
23737,432,Korea,Morocco,Dear foreign correspondent
23738,432,Korea,Morocco,I hope everything is going well in Morocco
23739,432,Korea,Morocco, Urgent: we are now in an established state of conflict with the Moroccans
23740,432,Korea,Morocco,Please relay all relevant information: our agents think they are a soft target and a poor military power
23741,432,Korea,Morocco,Please send word on the Moroccans military ambitions as the foreign office is acutely distressed about the Moroccans actions
23742,432,Korea,Morocco,Our spies indicate that the Moroccans military interests are poor
23743,432,Korea,Morocco,An archnemesis is how our diplomatic cables labeled their dealings with the Moroccans
23744,432,Korea,Morocco,The danger that the Moroccans embody is labeled as major by our spies
